RNUM,MEDIATITLE,PLACENAME,ADDRESS
1206,공항 가는 길,신창풍차해안 등대,제주특별자치도 제주시 한경면 신창리 1481-14
1236,구경이,소금산 출렁다리,강원도 원주시 지정면 소금산길 12
1240,구경이,동피랑 벽화마을,경상남도 통영시 동피랑1길 6-18
1241,구경이,엑스코(EXCO),대구광역시 북구 엑스코로 10
1242,구경이,대전대학교,대전광역시 동구 대학로 62
1301,구미호뎐,"해금강마을, 거제도",경상남도 거제시 남부면 갈곶리 해금강마을
1302,구미호뎐,상족암군립공원,경상남도 고성군 하이면 덕명리 50-1
1355,군검사 도베르만,헌화로드라이브코스,강원도 강릉시 강동면 심곡리 헌화로
1369,군검사 도베르만,익산 교도소 세트장,전라북도 익산시 성당면 함낭로 207
1394,굿캐스팅,이월드,대구광역시 달서구 두류공원로 200
1410,궁,동궁과 월지,경상북도 경주시 원화로 102
1423,궁,경기전,전라북도 전주시 완산구 태조로 44
1424,궁,씨에스호텔앤리조트,제주특별자치도 서귀포시 중문관광로 196
1425,궁,중문관광단지,제주특별자치도 서귀포시 중문동 중문관광단지
1477,그 해 우리는,주천강 섶다리,강원도 영월군 주천면 판운리 479
1515,그 해 우리는,매당,전라북도 전주시 완산구 은행로 20-4
1516,그 해 우리는,은행로,전라북도 전주시 완산구 은행로 75-2
1517,그 해 우리는,전주대학교,전라북도 전주시 완산구 천잠로 303
1518,그 해 우리는,온빛자연휴양림,충청남도 논산시 벌곡면 황룡재로 480-113
1519,그 해 우리는,보령 청보리밭,충청남도 보령시 천북면 하만리 176-6
1520,그 해 우리는,천북 보리밭,충청남도 보령시 천북면 하만리 176-6
1521,그 해 우리는,보령 청라 은행마을,충청남도 보령시 청라면 장밭길 62
1525,그냥 사랑하는 사이,임권택영화박물관,부산광역시 해운대구 우동 센텀중앙로 55
1631,그래서 나는 안티팬과 결혼했다,백도해변,강원도 고성군 죽왕면 문암진리 19-22
1702,기름진 멜로,화인빌딩,충청북도 청주시 청원구 충청대로 113
1703,기름진 멜로,그랜드플라자 청주호텔,충청북도 청주시 청원구 충청대로 114
1816,김비서가 왜 그럴까,앞산공원 전망대,대구광역시 남구 대명동 산227-4
1817,김비서가 왜 그럴까,3.1운동계단,대구광역시 중구 동산동 881-3
1818,김비서가 왜 그럴까,서문시장,대구광역시 중구 큰장로26길 45 서문시장
1846,김비서가 왜 그럴까,정다운연탄구이,충청남도 아산시 도고면 기곡로84번길 26-8
1847,김비서가 왜 그럴까,해송과바다,충청남도 태안군 소원면 송의로 827
1868,꽃보다 남자,설악해변,강원도 양양군 강현면 뒷나루2길 5-8
1878,꽃보다 남자,아난티 남해,경상남도 남해군 남면 남서대로1179번길 40-109
1879,꽃보다 남자,그랜드머큐어앰배서더 창원,경상남도 창원시 성산구 원이대로 332
1880,꽃보다 남자,계명대학교 대명캠퍼스,대구광역시 남구 명덕로 104
1893,꽃보다 남자,담양레이나CC,전라남도 담양군 담양읍 깊은실길 169
1894,꽃보다 남자,휘닉스제주 섭지코지,제주특별자치도 서귀포시 성산읍 섭지코지로 107
1895,꽃보다 남자,씨에스호텔앤리조트,제주특별자치도 서귀포시 중문관광로 196
1896,꽃보다 남자,독립기념관,충청남도 천안시 동남구 목천읍 삼방로 95
1899,나 홀로 그대,알로하서프,강원도 강릉시 옥계면 헌화로 221-4
1926,나를 사랑한 스파이,천주교 양남 성당,경상북도 경주시 양남면 양남항구길 103-4
1932,나를 사랑한 스파이,담양레이나CC,전라남도 담양군 담양읍 깊은실길 169
1933,나를 사랑한 스파이,제주국제공항,제주특별자치도 제주시 공항로 2
1939,나빌레라,합천 영상 테마파크,경상남도 합천군 용주면 합천호수로 757
1954,나빌레라,당진문예의전당,충청남도 당진시 무수동2길 25-21
1955,나의 나라,반곡지,경상북도 경산시 남산면 반곡리 246
1956,나의 나라,오봉산 마당바위,경상북도 경주시 서면 천촌리
1957,나의 나라,영주 무섬마을,경상북도 영주시 문수면 무섬로 238-2
1958,나의 나라,나주영상테마파크,전라남도 나주시 공산면 덕음로 450
1959,나의 나라,궁남지,충청남도 부여군 부여읍 궁남로 52
1960,나의 나라,성흥산 사랑나무,충청남도 부여군 임천면 성흥로97번길 167
1961,나의 아저씨,회동 솔향 캠핑장,강원도 정선군 정선읍 기리왕산로 570-5
2009,나의 해방일지,와이블랙 성환점,충청남도 천안시 서북구 성환읍 성환1로 237-1
2010,나의 해방일지,성환역,충청남도 천안시 서북구 성환읍 성환1로 237-5
2038,날 녹여주오,계명대학교 대명캠퍼스,대구광역시 남구 명덕로 104
2039,날 녹여주오,계명대학교 성서캠퍼스,대구광역시 달서구 달구벌대로 1095
2051,날씨가 좋으면 찾아가겠어요,도원경로당,강원도 영월군 무릉도원면 도원안길 19-1
2052,날씨가 좋으면 찾아가겠어요,도원운학로,강원도 영월군 무릉도원면 도원운학로 255-9
2053,날씨가 좋으면 찾아가겠어요,영월군청,강원도 영월군 영월읍 하송로 64
2054,날씨가 좋으면 찾아가겠어요,중앙서점,강원도 영월군 영월읍 하송안길 112
2055,날씨가 좋으면 찾아가겠어요,도천마을,강원도 영월군 주천면 도천리 625
2056,날씨가 좋으면 찾아가겠어요,주천강 섶다리,강원도 영월군 주천면 판운리 479
2057,날씨가 좋으면 찾아가겠어요,제장마을,강원도 정선군 신동읍 제장길 1-38
2058,날씨가 좋으면 찾아가겠어요,예미역,강원도 정선군 신동읍 함백로 55
2065,날씨가 좋으면 찾아가겠어요,환벽정,충청북도 괴산군 칠성면 사은리
2066,남자친구,심곡항,강원도 강릉시 강동면 심곡리 157-1
2067,남자친구,헌화로드라이브코스,강원도 강릉시 강동면 심곡리 헌화로
2068,남자친구,사천진해수욕장,강원도 강릉시 사천면 사천진리 266-2
2069,남자친구,라라무리,강원도 강릉시 연곡면 진고개로 2551-18
2070,남자친구,외옹치 바다향기로,강원도 속초시 대포동 712
2071,남자친구,롯데리조트 속초,강원도 속초시 대포항길 186
2148,낭만닥터 김사부 2,계명대학교 성서캠퍼스,대구광역시 달서구 달구벌대로 1095
2153,내 뒤에 테리우스,어쩌다어달,강원도 동해시 일출로 309
2154,내 뒤에 테리우스,춘천대교,강원도 춘천시 근화동 609
2182,내 아이디는 강남미인,용평리조트,강원도 평창군 대관령면 올림픽로 715
2235,내게 거짓말을 해봐,베어트리파크,세종특별자치시 전동면 신송로 217
2272,내일,음성천,충청북도 음성군 음성읍 석인리
2273,내일 그대와,뮤지엄 산,강원도 원주시 지정면 오크밸리2길 260
2293,너는 나의 봄,김천 한국보건대 (폐교),경상북도 김천시 어모면 옥율1길 94
2301,너도 인간이니,창원경상대학교병원,경상남도 창원시 성산구 삼정자로 11 창원경상대학교병원
2302,너도 인간이니,조이스커피숍,경상북도 경주시 안강읍 안현로 1536
2340,너를 닮은 사람,도담동 길마당,세종특별자치시 도담동 686-1
2343,너를 닮은 사람,경덕중학교,충청북도 청주시 흥덕구 풍년로79번길 7-2
2373,너와 나의 경찰수업,헌화로드라이브코스,강원도 강릉시 강동면 심곡리 헌화로
2374,너와 나의 경찰수업,오죽헌 경내,강원도 강릉시 율곡로3139번길 24
2414,너의 밤이 되어줄게,KT&G 상상마당 춘천 아트센터,강원도 춘천시 스포츠타운길399번길 25
2807,"단, 하나의 사랑",제이드가든,강원도 춘천시 남산면 햇골길 80
2808,"단, 하나의 사랑",KT&G 상상마당 춘천 아트센터,강원도 춘천시 스포츠타운길399번길 25
2811,"단, 하나의 사랑",엑스포다리,대전광역시 유성구 도룡동
2816,"단, 하나의 사랑",합덕성당,충청남도 당진시 합덕읍 합덕성당2길 22
2817,달리와 감자탕,오크밸리 리조트,강원도 원주시 지정면 오크밸리1길 66
2843,달리와 감자탕,스위스마을 컬러스테이,제주특별자치도 제주시 조천읍 함와로 566-27
2844,달리와 감자탕,합덕성당,충청남도 당진시 합덕읍 합덕성당2길 22
2845,달리와 감자탕,모나무르 복합문화공간 아산,충청남도 아산시 순천향로 624
2846,달의 연인 - 보보경심 려,선교장,강원도 강릉시 운정길 63 선교장
2847,달의 연인 - 보보경심 려,요선암,강원도 영월군 무릉도원면 무릉리
2852,달의 연인 - 보보경심 려,위양못 이팝나무,경상남도 밀양시 부북면 위양리 297
2853,달의 연인 - 보보경심 려,반곡지,경상북도 경산시 남산면 반곡리 246
2854,달의 연인 - 보보경심 려,부용대,경상북도 안동시 풍천면 광덕솔밭길 72
2855,달의 연인 - 보보경심 려,아홉산숲,부산광역시 기장군 철마면 웅천리 520-10
2856,달의 연인 - 보보경심 려,사성암,전라남도 구례군 문척면 사성암길 303
2857,달의 연인 - 보보경심 려,나주영상테마파크,전라남도 나주시 공산면 덕음로 450
2858,달의 연인 - 보보경심 려,세연정,전라남도 완도군 보길면 부황길 57
2859,달의 연인 - 보보경심 려,광한루원,전라북도 남원시 요천로 1447
2860,달의 연인 - 보보경심 려,내소사,전라북도 부안군 진서면 내소사로 243
2861,달의 연인 - 보보경심 려,백제문화단지,충청남도 부여군 규암면 백제문로 455
2862,달의 연인 - 보보경심 려,온달관광지,충청북도 단양군 영춘면 온달로 23
2908,당신이 잠든 사이에,삼척해수욕장,강원도 삼척시 교동
2909,당신이 잠든 사이에,약사리문화마을,강원도 춘천시 중앙로67번길 56
2943,대박,오봉산 마당바위,경상북도 경주시 서면 천촌리
2996,더 케이투,익산 교도소 세트장,전라북도 익산시 성당면 함낭로 207
2997,더 케이투,기지포해수욕장,충청남도 태안군 안면읍 해안관광로 745-19
3062,더킹 투하츠,계명대학교 대명캠퍼스,대구광역시 남구 명덕로 104
3065,더킹 투하츠,담양레이나CC,전라남도 담양군 담양읍 깊은실길 169
3066,더킹 투하츠,익산 교도소 세트장,전라북도 익산시 성당면 함낭로 207
3131,도도솔솔라라솔,합천 영상 테마파크,경상남도 합천군 용주면 합천호수로 757
3152,도도솔솔라라솔,목포삼학초등학교,전라남도 목포시 남해로39번길 8
3153,도도솔솔라라솔,청춘게스트하우스,전라남도 목포시 달성길 39
3154,도도솔솔라라솔,서산동 시화골목길,전라남도 목포시 보리마당로 14
3155,도도솔솔라라솔,유달산,전라남도 목포시 죽교동 산 27-1
3159,도시남녀의 사랑법,이이남스튜디오,광주광역시 남구 제중로47번길 10
3185,독고 리와인드,강촌레일파크,강원도 춘천시 남산면 서백길 57
3188,돈꽃,을숙도,부산광역시 사하구 하단동 1207
3268,동이,청량사,경상북도 봉화군 명호면 청량산길 199-152
3304,드라마의 제왕,헌화로드라이브코스,강원도 강릉시 강동면 심곡리 헌화로
3306,드림,죽성드림세트장,부산광역시 기장군 기장읍 죽성리 134-7
3322,따뜻한 말 한마디,장사도 해상공원 까멜리아,경상남도 통영시 한산면 장사도길 55
3336,땐뽀걸즈,고현버스터미널,경상남도 거제시 고현천로 10
3337,땐뽀걸즈,바람의언덕,경상남도 거제시 남부면 갈곶리 산 14-47 도장포마을
3338,땐뽀걸즈,카페위드,부산광역시 남구 용소로19번길 15
3339,땐뽀걸즈,광안리해수욕장,부산광역시 수영구 광안해변로 219
3343,또! 오해영,낙산 해수욕장,강원도 양양군 강현면 해맞이길 59
3363,또! 오해영,신성리 갈대밭,충청남도 서천군 한산면 신성리 125-1
3380,라디오 로맨스,궁남지,충청남도 부여군 부여읍 궁남로 52
3397,라이브,중앙 경찰학교,충청북도 충주시 수안보면 수회리로 138
3415,라이프 온 마스,양산종합운동장,경상남도 양산시 양산대로 849
3416,라이프 온 마스,대전 근현대사 전시관,대전광역시 중구 중앙로 101
3417,라이프 온 마스,아홉산숲,부산광역시 기장군 철마면 웅천리 520-10
3418,라이프 온 마스,감천문화마을,부산광역시 사하구 감내2로 203
3419,라이프 온 마스,낙동강 하구 을숙도,부산광역시 사하구 낙동남로 1240
3420,라이프 온 마스,양다방,부산광역시 영도구 대평로 49
3421,라이프 온 마스,국립해양박물관,부산광역시 영도구 해양로301번길 45
3422,라이프 온 마스,덕하역 구역사,울산광역시 울주군 청량읍 덕하로 269-5
3423,라켓소년단,사천중학교,강원도 강릉시 사천면 석교골말길 8
3424,라켓소년단,주문진방파제,강원도 강릉시 주문진읍 교항리 81-68
3425,라켓소년단,돔베이커리,강원도 강릉시 하평길 50
3428,란제리 소녀시대,합천 영상 테마파크,경상남도 합천군 용주면 합천호수로 757
3525,런온,동해 논골담길,강원도 동해시 논골1길 2
3526,런온,동해망상해변한옥촌,강원도 동해시 동해대로 6370
3537,런온,구룡포공원계단,경상북도 포항시 남구 구룡포읍 구룡포길 145
3538,런온,이가리 닻전망대,경상북도 포항시 북구 청하면 이가리 산 67-3
3557,런온,원광대학교,전라북도 익산시 익산대로 460
3558,런온,전주영화의거리,전라북도 전주시 완산구 고사동 전주객사4길
3559,런온,진수곱창,전라북도 전주시 완산구 전주객사1길 88
3560,런온,조이앤시네마 전주,전라북도 전주시 완산구 전주객사3길 74-25
3561,런온,성산보말죽칼국수 성산점,제주특별자치도 서귀포시 성산읍 해맞이해안로 2725
3562,런온,해비치호텔앤드리조트,제주특별자치도 서귀포시 표선면 민속해안로 537
3563,런온,제주국제공항,제주특별자치도 제주시 공항로 2
3564,런온,세명대학교,충청북도 제천시 신월동 세명로 65
3599,레버리지:사기조작단,대명비발디파크,강원도 홍천군 서면 한치골길 262
3619,레버리지:사기조작단,제주신화월드,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38
3645,로망스,여좌천,경상남도 창원시 진해구 여좌동 217
3674,로맨스는 별책부록,낙산 해수욕장,강원도 양양군 강현면 해맞이길 59
3717,로봇이 아니야,여차몽돌해수욕장,경상남도 거제시 남부면 여차길 22
3718,로봇이 아니야,수산자연산횟집,경상남도 거제시 동부면 거제대로 1080-12
3719,로봇이 아니야,거제수협구조라공판장,경상남도 거제시 일운면 구조라로 59
3733,로봇이 아니야,성흥산 사랑나무,충청남도 부여군 임천면 성흥로97번길 167
3740,루갈,김천 한국보건대 (폐교),경상북도 김천시 어모면 옥율1길 94
3793,마녀식당으로 오세요,시크릿블루베이커리카페,강원도 고성군 토성면 아야진북길 31-6
3891,마우스,장흥교도소 세트장,전라남도 장흥군 장흥읍 원도리 191
3895,마이 걸,롯데호텔 제주,제주특별자치도 서귀포시 중문관광로72번길 35
3898,마이 네임,파도리해수욕장,충청남도 태안군 소원면 파도길 63-12
3901,마이 시크릿 호텔,포레스트 리솜,충청북도 제천시 백운면 금봉로 365
3913,마이 프린세스,베어트리파크,세종특별자치시 전동면 신송로 217
3915,마인,세이지우드 홍천,강원도 홍천군 두촌면 광석로 898-160
3940,마인,백석대학교,충청남도 천안시 동남구 백석대학로 1-11
4469,맨도롱 또똣,제주국제공항,제주특별자치도 제주시 공항로 2
4470,맨도롱 또똣,봄날,제주특별자치도 제주시 애월읍 애월로1길 25
4471,맨도롱 또똣,신창풍차해안 등대,제주특별자치도 제주시 한경면 신창리 1481-14
4476,맨투맨,사우스케이프오너스클럽,경상남도 남해군 창선면 흥선로 1545
4481,맨홀-이상한 나라의 필,등명해변,강원도 강릉시 강동면 정동진리 440-7
4506,멈추고 싶은 순간: 어바웃 타임,원주세브란스기독병원,강원도 원주시 일산로 20
4517,멜랑꼴리아,휘게비엔씨,강원도 강릉시 주문진읍 신리천로 318-24
4518,멜랑꼴리아,주문초등학교 삼덕분교장,강원도 강릉시 주문진읍 신리천로 410-8
4519,멜랑꼴리아,오크밸리 리조트,강원도 원주시 지정면 오크밸리1길 66
4528,멜랑꼴리아,대전대학교,대전광역시 동구 대학로 62
4529,멜랑꼴리아,국립중앙과학관,대전광역시 유성구 대덕대로 481
4560,멜랑꼴리아,휘닉스제주 섭지코지,제주특별자치도 서귀포시 성산읍 섭지코지로 107
4561,멜랑꼴리아,제주국제공항,제주특별자치도 제주시 공항로 2
4562,멜랑꼴리아,아르떼뮤지엄 제주,제주특별자치도 제주시 애월읍 어림비로 478
4563,멜랑꼴리아,호서대학교 아산캠퍼스,충청남도 아산시 배방읍 호서로79번길 20
4564,멜랑꼴리아,교원연수원 도고,충청남도 아산시 선장면 신성길 27-6
4865,모단걸,합천 영상 테마파크,경상남도 합천군 용주면 합천호수로 757
4868,모래시계,계명대학교 대명캠퍼스,대구광역시 남구 명덕로 104
4896,모범형사,문창동광천순대,대전광역시 중구 대전천서로 337
4919,몬스터,담양레이나CC,전라남도 담양군 담양읍 깊은실길 169
4928,무법 변호사,춘천대교,강원도 춘천시 근화동 609
4936,무브 투 헤븐 : 나는 유품정리사입니다,신녕역,경상북도 영천시 신녕면 장수로 1587
4974,미남이시네요,공세리성당,충청남도 아산시 인주면 공세리성당길 10
4998,미래의 선택,중문관광단지,제주특별자치도 서귀포시 중문동 중문관광단지
5028,미스터 기간제,선문대학교 아산캠퍼스,충청남도 아산시 탕정면 선문로221번길 70
5030,미스터 션샤인,황매산,경상남도 산청군 차황면 법평리 산 1
5031,미스터 션샤인,화왕산성,경상남도 창녕군 창녕읍 옥천리 산322
5032,미스터 션샤인,합천 영상 테마파크,경상남도 합천군 용주면 합천호수로 757
5033,미스터 션샤인,삼릉숲,경상북도 경주시 배동
5034,미스터 션샤인,만휴정,경상북도 안동시 길안면 묵계하리길 42
5035,미스터 션샤인,고산정,경상북도 안동시 도산면 가송길 177-42
5036,미스터 션샤인,계명대학교 대명캠퍼스,대구광역시 남구 명덕로 104
5037,미스터 션샤인,계명대학교 성서캠퍼스,대구광역시 달서구 달구벌대로 1095
5038,미스터 션샤인,계명한학촌,대구광역시 달서구 달구벌대로 1095
5039,미스터 션샤인,문화공감수정,부산광역시 동구 홍곡로 75
5041,미스터 션샤인,구서도역 영상촬영장,전라북도 남원시 사매면 서도길 32
5042,미스터 션샤인,부안영상테마파크,전라북도 부안군 반석면 격포로 309-64
5043,미스터 션샤인,션샤인랜드,충청남도 논산시 연무읍 봉황로 102
5044,미스터 션샤인,선샤인스튜디오,충청남도 논산시 연무읍 봉황로 90
5045,미스터 션샤인,운보의 집,충청북도 청주시 청원구 내수읍 형동2길 92-41
5050,미스티,장흥교도소 세트장,전라남도 장흥군 장흥읍 원도리 191
5060,미안하다 사랑한다,씨에스호텔앤리조트,제주특별자치도 서귀포시 중문관광로 196
5061,미안하다 사랑한다,신성리 갈대밭,충청남도 서천군 한산면 신성리 125-1
5112,바람의 화원,닭실마을,경상북도 봉화군 봉화읍 충재길 60
5113,바람의 화원,경기전,전라북도 전주시 완산구 태조로 44
5191,발칙하게 고고,단콩,세종특별자치시 조치원읍 섭골길 35-4 단콩
5192,발칙하게 고고,세종호수공원,세종특별자치시 호수공원길 155
5193,발칙하게 고고,녹수원글램핑,충청남도 공주시 유구읍 금계산로 919-11
5205,밥 잘 사주는 예쁜 누나,낙산 해수욕장,강원도 양양군 강현면 해맞이길 59
5206,밥 잘 사주는 예쁜 누나,속삭이는자작나무숲,강원도 인제군 인제읍 자작나무숲길 760
5235,밥 잘 사주는 예쁜 누나,협재해수욕장,제주특별자치도 제주시 한림읍 한림로 329-10
5562,백일의 낭군님,영주 무섬마을,경상북도 영주시 문수면 무섬로 238-2
5563,백일의 낭군님,아홉산숲,부산광역시 기장군 철마면 웅천리 520-10
5564,백일의 낭군님,광한루원,전라북도 남원시 요천로 1447
5565,백일의 낭군님,부안영상테마파크,전라북도 부안군 반석면 격포로 309-64
6020,별똥별,원주세브란스기독병원,강원도 원주시 일산로 20
6041,별똥별,제주국제공항,제주특별자치도 제주시 공항로 2
6042,별똥별,비밀의숲,제주특별자치도 제주시 구좌읍 송당리 2173
6055,별에서 온 그대,통도환타지아,경상남도 양산시 하북면 통도7길 68
6056,별에서 온 그대,장사도 해상공원 까멜리아,경상남도 통영시 한산면 장사도길 55
6076,병원선,대우병원,경상남도 거제시 두모길 16
6077,병원선,외도 보타니아,경상남도 거제시 일운면 외도길 17
6078,병원선,창원경상대학교병원,경상남도 창원시 성산구 삼정자로 11 창원경상대학교병원
6106,보이스2,대전 도시철도 1호선 정부청사역,대전광역시 서구 한밭대로 744
6107,보이스2,국립대전현충원,대전광역시 유성구 현충원로 251
6119,보좌관,담양레이나CC,전라남도 담양군 담양읍 깊은실길 169
6135,복수가 돌아왔다,중앙탑 사적공원,충청북도 충주시 중앙탑면 중앙탑길 112-28 일원
6207,부부의 세계,강릉역,강원도 강릉시 용지로 176
6208,부부의 세계,하조대 해수욕장,강원도 양양군 현북면 하광정리
6209,부부의 세계,대명비발디파크,강원도 홍천군 서면 한치골길 262
6230,부암동 복수자들,유리트리트,강원도 홍천군 서면 한서로 1468-55
6256,불가살,바우지움 조각미술관,강원도 고성군 토성면 원암온천3길 37
6258,불가살,한강7경(봉황경)-능암리섬,충청북도 충주시 중앙탑면 가흥리 720
6269,뷰티 인사이드,산토리니,강원도 춘천시 동면 순환대로 1154-97
6281,뷰티 인사이드,동궁과 월지,경상북도 경주시 원화로 102
6282,뷰티 인사이드,아난티 코브,부산광역시 기장군 기장읍 기장해안로 268-31
6298,뷰티 인사이드,베어트리파크,세종특별자치시 전동면 신송로 217
6519,빅마우스,예천 스타디움,경상북도 예천군 예천읍 충효로 395
6521,빅마우스,세종특별자치시청,세종특별자치시 한누리대로 2130
6522,빅마우스,순천만 국가정원,전라남도 순천시 국가정원1호길 47
6523,빅마우스,전남 장흥교도소 세트장,전라남도 장흥군 용산면 장흥대로 2667
6524,빅마우스,익산 교도소 세트장,전라북도 익산시 성당면 함낭로 207
6565,빈센조,강촌레일파크,강원도 춘천시 남산면 서백길 57
6578,빈센조,김천 한국보건대 (폐교),경상북도 김천시 어모면 옥율1길 94
6579,빈센조,대구오페라하우스,대구광역시 북구 호암로 15
6621,빈센조,선문대학교 천안캠퍼스,충청남도 천안시 동남구 천안대로 277
6622,빈센조,수주팔봉캠핑장,충청북도 충주시 대소원면 문주리 산 1-1
6624,빠담빠담…. 그와 그녀의 심장박동소리,동피랑 벽화마을,경상남도 통영시 동피랑1길 6-18
6630,사내맞선,스카이베이호텔 경포,강원도 강릉시 해안로 476
6631,사내맞선,켄싱턴호텔 설악,강원도 속초시 설악산로 998
6632,사내맞선,오크밸리 리조트,강원도 원주시 지정면 오크밸리1길 66
6646,사내맞선,대구은행 제2본점,대구광역시 북구 옥산로 111
6667,사내맞선,듀레베이커리 호암점,충청북도 충주시 중원대로 3250
6670,사랑비,제이드가든,강원도 춘천시 남산면 햇골길 80
6671,사랑비,영주 무섬마을,경상북도 영주시 문수면 무섬로 238-2
6672,사랑비,계명대학교 대명캠퍼스,대구광역시 남구 명덕로 104
6673,사랑비,쎄라비음악다방,대구광역시 중구 국채보상로102길 60
6678,사랑비,순천드라마촬영장,전라남도 순천시 비례골길 24
6711,사랑의 불시착,별마로천문대,강원도 영월군 영월읍 천문대길 397
6715,사랑의 불시착,코모도호텔 부산,부산광역시 중구 중구로 151
6727,사랑의 불시착,담양레이나CC,전라남도 담양군 담양읍 깊은실길 169
6728,사랑의 불시착,빈해원,전라북도 군산시 동령길 57
6729,사랑의 불시착,치유의 숲,제주특별자치도 서귀포시 산록남로 2271
6730,사랑의 불시착,청산수목원,충청남도 태안군 연꽃길 70
6731,사랑의 불시착,비내섬,충청북도 충주시 소태면 복탄리 908
6732,사랑의 불시착,중앙탑 사적공원,충청북도 충주시 중앙탑면 중앙탑길 112-28 일원
6733,사랑의 불시착,탄금호 무지개길,충청북도 충주시 중앙탑면 중앙탑길 150
6760,사랑의 온도,순천만습지,전라남도 순천시 순천만길 513-25
6761,사랑의 온도,향일암,전라남도 여수시 돌산읍 향일암로 60
6782,사생활,배재대학교,대전광역시 서구 배재로 155-40
6813,사생활,익산 교도소 세트장,전라북도 익산시 성당면 함낭로 207
6841,사이코지만 괜찮아,심곡항,강원도 강릉시 강동면 심곡리 157-1
6842,사이코지만 괜찮아,헌화로드라이브코스,강원도 강릉시 강동면 심곡리 헌화로
6843,사이코지만 괜찮아,강원도 고성 민가,강원도 고성군 거진읍 등대길 14
