RNUM,MEDIATITLE,PLACENAME,ADDRESS
11630,"이상한 변호사 우영우",더리버,"서울특별시 용산구 용산동6가 451"
11631,"이상한 변호사 우영우","덕수궁 돌담길","서울특별시 중구 세종대로 99"
11632,"이상한 변호사 우영우",장화리일몰조망지,"인천광역시 강화군 화도면 장화리 1408"
11633,"이상한 변호사 우영우","실미도 해수욕장","인천광역시 중구 무의동 136-49"
11634,이슬비,소월로,"서울특별시 용산구 후암동 소월로"
11647,"이웃집 꽃미남","동산포해변 야영장","강원도 양양군 현남면 동산리 90-35"
11648,"이웃집 꽃미남","경기영어마을 파주캠퍼스","경기도 파주시 탄현면 얼음실로 40"
11649,"이웃집 꽃미남",청계한신휴플러스아파트,"서울특별시 동대문구 서울시립대로 14 106동"
11650,"이웃집 꽃미남",힐스테이트청계,"서울특별시 동대문구 천호대로55길 11"
11651,"이태원 클라쓰",pino,"경기도 고양시 일산동구 애니골길 72"
11652,"이태원 클라쓰","아소산 일산본점","경기도 고양시 일산동구 정발산로 128"
11653,"이태원 클라쓰",일산호수공원,"경기도 고양시 일산동구 호수로 731"
11654,"이태원 클라쓰",장자호수공원,"경기도 구리시 장자호수길 125"
11655,"이태원 클라쓰","판교세븐벤처벨리 정류장","경기도 성남시 분당구 삼평동 626"
11656,"이태원 클라쓰","수원 화성","경기도 수원시 장안구 영화동 320-2"
11657,"이태원 클라쓰","수원 팔달산 산책로","경기도 수원시 팔달구 우만1동 팔달산"
11658,"이태원 클라쓰","안성 서일농원","경기도 안성시 일죽면 금일로 332-17"
11659,"이태원 클라쓰",라플란드,"경기도 파주시 돌곶이길 178-3"
11660,"이태원 클라쓰",동탄국제고등학교,"경기도 화성시 동탄나루로 27"
11661,"이태원 클라쓰","퀸즈파크 청담점","서울특별시 강남구 압구정로60길 22"
11662,"이태원 클라쓰","성신여자대학교 운정그린캠퍼스","서울특별시 강북구 도봉로76가길 55"
11663,"이태원 클라쓰","한옥카페 선운각","서울특별시 강북구 우이동 265-16"
11664,"이태원 클라쓰",서울시립대학교,"서울특별시 동대문구 서울시립대로 163"
11665,"이태원 클라쓰",가온문화공원,"서울특별시 마포구 상암동 1594"
11666,"이태원 클라쓰","만만코코로 홍대점","서울특별시 마포구 양화로16길 34"
11667,"이태원 클라쓰",콜린,"서울특별시 마포구 어울마당로 45"
11668,"이태원 클라쓰",마포소금구이,"서울특별시 마포구 와우산로32길 32"
11669,"이태원 클라쓰",서강8경,"서울특별시 마포구 토정로 128 8층"
11670,"이태원 클라쓰",무대륙,"서울특별시 마포구 토정로5길 12"
11671,"이태원 클라쓰",홍익로3길,"서울특별시 마포구 홍익로3길 1"
11672,"이태원 클라쓰",판자집,"서울특별시 서대문구 연세로2길 29"
11673,"이태원 클라쓰",잠수교,"서울특별시 서초구 반포동"
11674,"이태원 클라쓰","서경대정문.대일외고 버스 정류장","서울특별시 성북구 정릉동 266-620"
11675,"이태원 클라쓰","콘래드 서울 호텔","서울특별시 영등포구 국제금융로 10 서울 국제금융 센터"
11676,"이태원 클라쓰",운산,"서울특별시 영등포구 여의공원로 101"
11677,"이태원 클라쓰","녹사평 육교","서울특별시 용산구 녹사평대로 195"
11678,"이태원 클라쓰",녹사평(용산구청)역,"서울특별시 용산구 녹사평대로 195"
11679,"이태원 클라쓰","두찜 용산이태원점","서울특별시 용산구 녹사평대로46길 27"
11680,"이태원 클라쓰",이태원모먼트,"서울특별시 용산구 녹사평대로46길 31"
11681,"이태원 클라쓰",뉴일무이,"서울특별시 용산구 두텁바위로40길 28-16 3층"
11682,"이태원 클라쓰",G게스트하우스,"서울특별시 용산구 보광로60길 14-38"
11683,"이태원 클라쓰","소월로 계단 3번","서울특별시 용산구 소월로 168"
11684,"이태원 클라쓰",오리올,"서울특별시 용산구 신흥로20길 43"
11685,"이태원 클라쓰","녹사평 육교","서울특별시 용산구 용산동 4가 4"
11686,"이태원 클라쓰",이태원세계음식거리,"서울특별시 용산구 이태원동 108-3"
11687,"이태원 클라쓰",이태원어린이공원,"서울특별시 용산구 이태원동 290-9"
11688,"이태원 클라쓰",이태원역,"서울특별시 용산구 이태원로 177"
11689,"이태원 클라쓰",꿀밤,"서울특별시 용산구 이태원로27가길 45 1층"
11690,"이태원 클라쓰","하우스넘버 7","서울특별시 용산구 이태원로27가길 52"
11691,"이태원 클라쓰","쌍대포소금구이 본점","서울특별시 용산구 청파로 291"
11692,"이태원 클라쓰","the Finest","서울특별시 용산구 회나무로 41"
11693,"이태원 클라쓰",더파이니스트,"서울특별시 용산구 회나무로 41 3층"
11694,"이태원 클라쓰","서울한양도성 서울성곽길 남산(목멱산)구간","서울특별시 중구 남창동 205-179"
11695,"이태원 클라쓰",남산공원,"서울특별시 중구 삼일대로 231"
11696,"이태원 클라쓰","스테이트 타워 남산","서울특별시 중구 퇴계로 100"
11697,"이태원 클라쓰","트리플 스트리트","인천광역시 연수구 송도과학로16번길 33-1"
11698,"이태원 클라쓰","그랜드 하얏트 인천","인천광역시 중구 영종해안남로321번길 208"
11699,"이태원 클라쓰","게우지코지 카페","제주특별자치도 서귀포시 보목포로 177"
11700,"이태원 클라쓰",제주국제공항,"제주특별자치도 제주시 공항로 2"
11701,이판사판,"아소산 일산본점","경기도 고양시 일산동구 정발산로 128"
11702,이판사판,국립교통재활병원,"경기도 양평군 양평읍 중앙로 260"
11703,이판사판,"교대역 (법원·검찰청)","서울특별시 서초구 서초대로 286 교대역"
11704,이판사판,서울중앙지방법원,"서울특별시 서초구 서초중앙로 157"
11705,이판사판,미쓰윤,"서울특별시 서초구 양재천로17길 3"
11706,이판사판,"익산 교도소 세트장","전라북도 익산시 성당면 함낭로 207"
11725,인간수업,"아소산 일산본점","경기도 고양시 일산동구 정발산로 128"
11726,인간수업,호수공원관리사무소,"경기도 고양시 일산동구 호수로 606"
11727,인간수업,아차산역,"서울특별시 광진구 천호대로 657"
11728,인간수업,어울마당로,"서울특별시 마포구 어울마당로"
11729,인간수업,더페이머스램,"서울특별시 마포구 월드컵북로 19"
11730,인간수업,진주아파트,"서울특별시 영등포구 국제금융로 108-6"
11731,인간수업,후암동엘리베이터,"서울특별시 용산구 소월로 109"
11732,인간수업,동작대교,"서울특별시 용산구 이촌동 동작대교"
11733,인간수업,"삼순이 계단","서울특별시 중구 남산공원길 649"
11734,인간수업,고브리또스커피,"인천광역시 남동구 인주대로 600"
11735,인간수업,마이랜드,"인천광역시 중구 월미로234번길 7"
11736,인간수업,월미테마파크,"인천광역시 중구 월미문화로 81"
11737,인간수업,반야사,"충청남도 논산시 가야곡면 삼전길 104"
11738,인간실격,"임피리얼팰리스 서울","서울특별시 강남구 언주로 640"
11739,인간실격,"커피베이 가산직영점","서울특별시 금천구 벚꽃로 254"
11740,인간실격,서울숲트리마제,"서울특별시 성동구 왕십리로 16"
11741,인간실격,"콘래드 서울 호텔","서울특별시 영등포구 국제금융로 10 서울 국제금융 센터"
11742,인간실격,새창로,"서울특별시 용산구 도원동"
11743,인간실격,용산전자상가,"서울특별시 용산구 청파로 100"
11744,인간실격,디스페이스,"서울특별시 종로구 평창30길 27"
11745,인간실격,"서울 평창동 맨션 505-3","서울특별시 종로구 평창30길 95"
11746,인서울,"경기대학교 수원캠퍼스","경기도 수원시 영통구 광교산로 154-42"
11747,인서울,토라비,"서울특별시 마포구 와우산로29바길 24 2층"
11748,인서울,"한강 공원 여의도 지구","서울특별시 영등포구 여의동로 290"
11780,"인현왕후의 남자",뽀모도로,"경기도 고양시 일산동구 대산로11번길 5-21"
11781,"인현왕후의 남자","성균관대학교 자연과학캠퍼스","경기도 수원시 장안구 서부로 2066"
11782,"인현왕후의 남자",화성행궁,"경기도 수원시 팔달구 정조로 825"
11783,"인현왕후의 남자",압구정로,"서울특별시 강남구 압구정로 436"
11784,"인현왕후의 남자",김포국제공항,"서울특별시 강서구 하늘길 112"
11785,"인현왕후의 남자","CJ ENM","서울특별시 마포구 상암산로 66"
11786,"인현왕후의 남자",다성빌딩,"서울특별시 마포구 와우산로 110"
11787,"인현왕후의 남자",트루텍빌딩,"서울특별시 마포구 월드컵북로56길 12"
11788,"인현왕후의 남자",북촌로11길,"서울특별시 종로구 북촌로11길 52"
11789,"인현왕후의 남자",경복궁,"서울특별시 종로구 사직로 161"
11790,"인현왕후의 남자","광화문 광장","서울특별시 종로구 세종대로 175"
11791,"인현왕후의 남자",광화문역,"서울특별시 종로구 세종로 1-80"
11792,"인현왕후의 남자",율곡로3길,"서울특별시 종로구 율곡로3길"
11793,"인현왕후의 남자",명동쇼핑거리,"서울특별시 중구 명동길 명동쇼핑거리"
11794,"인현왕후의 남자","휘닉스제주 섭지코지","제주특별자치도 서귀포시 성산읍 섭지코지로 107"
11795,"인현왕후의 남자",제주국제공항,"제주특별자치도 제주시 공항로 2"
11796,"일단 뜨겁게 청소하라","한길 북하우스","경기도 파주시 탄현면 헤이리마을길 59-6"
11797,"일단 뜨겁게 청소하라","지혜의 숲","경기도 파주시 회동길 145"
11798,"일단 뜨겁게 청소하라",스페이스청담,"서울특별시 강남구 선릉로152길 30"
11799,"일단 뜨겁게 청소하라","한옥카페 선운각","서울특별시 강북구 우이동 265-16"
11800,"일단 뜨겁게 청소하라",태릉선수촌,"서울특별시 노원구 화랑로 727"
11801,"일단 뜨겁게 청소하라","경희대학교 서울캠퍼스","서울특별시 동대문구 경희대로 26"
11802,"일단 뜨겁게 청소하라","YTN 뉴스퀘어","서울특별시 마포구 상암산로 76"
11803,"일단 뜨겁게 청소하라",DMC문화공원,"서울특별시 마포구 월드컵북로 366"
11804,"일단 뜨겁게 청소하라",곤밥,"서울특별시 마포구 토정로 105"
11805,"일단 뜨겁게 청소하라",미쓰윤,"서울특별시 서초구 양재천로17길 3"
11806,"일단 뜨겁게 청소하라",롯데월드,"서울특별시 송파구 올림픽로 240"
11807,"일단 뜨겁게 청소하라","롯데월드타워 아쿠아리움","서울특별시 송파구 올림픽로 300 롯데월드몰 B1"
11808,"일단 뜨겁게 청소하라","보성여중고입구 정류장","서울특별시 용산구 용산동2가 1-1144"
11809,"일단 뜨겁게 청소하라","서강껍데기 이촌점","서울특별시 용산구 이촌로 9"
11810,"일단 뜨겁게 청소하라",기찻길주점,"서울특별시 용산구 이촌로29길 35"
11811,"일단 뜨겁게 청소하라","쌍대포소금구이 본점","서울특별시 용산구 청파로 291"
11812,"일단 뜨겁게 청소하라",청계천,"서울특별시 종로구 서린동 148"
11813,"일단 뜨겁게 청소하라",JCC크리에이티브센터,"서울특별시 종로구 창경궁로35길 45"
11814,"일단 뜨겁게 청소하라","서울 평창동 맨션 466-14","서울특별시 종로구 평창32길 17"
11815,"일단 뜨겁게 청소하라",시우식당,"서울특별시 종로구 필운대로 18"
11816,"일단 뜨겁게 청소하라",서울로7017,"서울특별시 중구 청파로 432"
11817,"일단 뜨겁게 청소하라",회현시민아파트,"서울특별시 중구 퇴계로8길 101"
11818,"일단 뜨겁게 청소하라",엔씨큐브,"인천광역시 연수구 아트센터대로 87"
11819,"일단 뜨겁게 청소하라",컨벤시아대로,"인천광역시 연수구 컨벤시아대로"
11821,"일리있는 사랑","백마 화사랑","경기도 고양시 일산동구 애니골길 14-14"
11822,"일리있는 사랑",카페파랑돌,"인천광역시 중구 송학로 53"
11823,"일리있는 사랑",인천아트플랫폼,"인천광역시 중구 제물량로218번길 3"
11824,"일의 기쁨과 슬픔",동안교,"경기도 성남시 분당구 삼평동 동안교"
11825,"일의 기쁨과 슬픔",우림WCITY,"경기도 성남시 분당구 판교로255번길 9-22"
11826,"일의 기쁨과 슬픔",오픈커피,"경기도 성남시 분당구 판교역로14번길 15"
11827,일지매,선교장,"강원도 강릉시 운정길 63 선교장"
11828,일지매,한국민속촌,"경기도 용인시 기흥구 민속촌로 90"
11829,일지매,"문경새재 도립공원","경상북도 문경시 문경읍 새재로 932"
11830,일지매,나주영상테마파크,"전라남도 나주시 공산면 덕음로 450"
11831,일지매,죽녹원,"전라남도 담양군 담양읍 죽녹원로 119"
11832,일지매,"성흥산 사랑나무","충청남도 부여군 임천면 성흥로97번길 167"
11844,자이언트,동명동성당,"강원도 속초시 영랑로7길 10-5"
11845,자이언트,안성팜랜드,"경기도 안성시 공도읍 대신두길 28"
11846,자이언트,두모마을,"경상남도 남해군 상주면 양아로533번길 18"
11847,자이언트,"남해 염해마을","경상남도 남해군 서면 남서대로2309번길 72-20"
11848,자이언트,염해등대,"경상남도 남해군 서면 노구리 산174-2"
11849,자이언트,"합천 영상 테마파크","경상남도 합천군 용주면 합천호수로 757"
11850,자이언트,아셈타워,"서울특별시 강남구 영동대로 517"
11851,자이언트,김포국제공항,"서울특별시 강서구 하늘길 112"
11852,자이언트,서대문형무소역사관,"서울특별시 서대문구 통일로 251"
11853,자이언트,순천드라마촬영장,"전라남도 순천시 비례골길 24"
11854,자이언트,"신성리 갈대밭","충청남도 서천군 한산면 신성리 125-1"
11855,"자체발광 오피스",일산호수공원,"경기도 고양시 일산동구 호수로 731"
11856,"자체발광 오피스","MBC문화방송 본사","서울특별시 마포구 성암로 267"
11857,"자체발광 오피스",동작대교,"서울특별시 용산구 이촌동 동작대교"
11858,"자체발광 오피스","쌍대포소금구이 본점","서울특별시 용산구 청파로 291"
11859,"작은 아씨들","오크밸리 리조트","강원도 원주시 지정면 오크밸리1길 66"
11860,"작은 아씨들",압구정로,"서울특별시 강남구 압구정로 436"
11861,"작은 아씨들",서울로7017,"서울특별시 중구 청파로 432"
11862,"잘 하고 싶어",서경대학교,"서울특별시 성북구 서경로 124"
11863,"잘 하고 싶어",자하슈퍼,"서울특별시 종로구 자하문로42길 57"
11864,"장난스런 키스",벽초지수목원,"경기도 파주시 광탄면 부흥로 242"
11865,"장난스런 키스",용산가족공원,"서울특별시 용산구 서빙고로 137"
11866,"장난스런 키스",아프리카박물관,"제주특별자치도 서귀포시 이어도로 49"
11867,"장난스런 키스",씨에스호텔앤리조트,"제주특별자치도 서귀포시 중문관광로 196"
11868,"장미빛 연인들",남이섬,"강원도 춘천시 남산면 남이섬길 1"
11869,"장미빛 연인들",서강대교,"서울특별시 영등포구 여의도동 서강대교"
11870,"장미빛 연인들",HW컨벤션센터,"서울특별시 종로구 자하문로 255"
11871,"장옥정, 사랑에 살다",화성행궁,"경기도 수원시 팔달구 정조로 825"
11872,"장옥정, 사랑에 살다",광한루원,"전라북도 남원시 요천로 1447"
11873,장희빈,경복궁,"서울특별시 종로구 사직로 161"
11874,저글러스,아침고요수목원,"경기도 가평군 상면 수목원로 432"
11875,저글러스,네오위즈,"경기도 성남시 분당구 대왕판교로645번길 14"
11876,저글러스,아이앤씨테크놀로지,"경기도 성남시 분당구 판교로255번길 24"
11877,저글러스,용인공원,"경기도 용인시 처인구 모현읍 새래로 158-33"
11878,저글러스,바람뜰,"경기도 파주시 탄현면 법흥로 100-1"
11879,저글러스,청마루부동산,"서울특별시 마포구 독막로 209"
11880,저글러스,휴머니스트출판그룹,"서울특별시 마포구 동교로23길 76"
11881,저글러스,"DW 디자인 레지던스","서울특별시 마포구 동교로25길 35"
11882,저글러스,망원한강공원,"서울특별시 마포구 마포나루길 467"
11883,저글러스,어울마당로,"서울특별시 마포구 어울마당로"
11884,저글러스,"브롱스 동여의도점","서울특별시 영등포구 여의대방로65길 17"
11885,저글러스,동작대교,"서울특별시 용산구 이촌동 동작대교"
11886,저글러스,"국립현대미술관 서울","서울특별시 종로구 삼청로 30"
11887,저글러스,91아파트,"서울특별시 종로구 창덕궁1길 19"
11888,저글러스,"삼순이 계단","서울특별시 중구 남산공원길 649"
11889,저글러스,"열우물 벽화마을","인천광역시 부평구 열우물로102번길 35-2"
11890,저글러스,"전주시 완산구 노송동 개인주택","전라북도 전주시 완산구 인봉1길 37-17"
11891,저글러스,연미스튜디오,"전라북도 전주시 완산구 팔달로 22-2"
11892,"저녁 같이 드실래요",훼릭스,"경기도 고양시 덕양구 고양대로 1624"
11893,"저녁 같이 드실래요","일산 비버리 힐스","경기도 고양시 일산동구 강송로218번길 40"
11894,"저녁 같이 드실래요",라페스타,"경기도 고양시 일산동구 중앙로 1305-56"
11895,"저녁 같이 드실래요",바바라플라워카페,"경기도 고양시 일산동구 중앙로1261번길 55"
11896,"저녁 같이 드실래요",라플란드,"경기도 파주시 돌곶이길 178-3"
11897,"저녁 같이 드실래요",메디테리움,"경기도 파주시 회동길 338"
11898,"저녁 같이 드실래요",노량진로,"서울특별시 동작구 노량진로"
11899,"저녁 같이 드실래요",제주국제공항,"제주특별자치도 제주시 공항로 2"
11900,"저녁 같이 드실래요",김녕해수욕장,"제주특별자치도 제주시 구좌읍 해맞이해안로 7-6"
11901,"저녁 같이 드실래요",지중해마을,"충청남도 아산시 탕정면 탕정면로8번길 55-7"
11902,저스티스,서울중앙지방법원,"서울특별시 서초구 서초중앙로 157"
11903,저스티스,"장흥교도소 세트장","전라남도 장흥군 장흥읍 원도리 191"
11904,"전설의 고향",광한루원,"전라북도 남원시 요천로 1447"
11905,"전설의 마녀",한국종합인재개발원,"경기도 가평군 청평면 북한강로1636번길 36-6"
11906,"전설의 마녀",HW컨벤션센터,"서울특별시 종로구 자하문로 255"
11907,"전설의 마녀","서울 평창동 맨션 566-22","서울특별시 종로구 평창동 566-22"
11908,"전설의 마녀","오크우드프리미어 인천","인천광역시 연수구 컨벤시아대로 165"
11909,"전설의 마녀",제주국제공항,"제주특별자치도 제주시 공항로 2"
11910,"전설의 셔틀",인천보건고등학교,"인천광역시 서구 서달로 58-16"
11911,"전설의 셔틀",송도고등학교,"인천광역시 연수구 독배로 91"
11912,전우치,나주영상테마파크,"전라남도 나주시 공산면 덕음로 450"
12108,"절대 그이",삼탄아트마인,"강원도 정선군 고한읍 함백산로 1445-44"
12109,"절대 그이","판교 성프란치스코성당","경기도 성남시 분당구 서판교로 125"
12110,"절대 그이",성남아트센터,"경기도 성남시 분당구 성남대로 808"
12111,"절대 그이",C156,"서울특별시 광진구 동일로 156"
12112,"절대 그이",누리꿈스퀘어빌딩,"서울특별시 마포구 연남동 396"
12113,"절대 그이","그레이포그 (구 굿베리엔터테인먼트)","서울특별시 서대문구 북아현로 114"
12114,"절대 그이",롯데월드,"서울특별시 송파구 올림픽로 240"
12115,"절대 그이",이랜드크루즈,"서울특별시 영등포구 여의동로 280"
12116,"절대 그이",담양레이나CC,"전라남도 담양군 다양 읍 깊은 실길 169"
12126,"제3의 매력",서삼릉길,"경기도 고양시 덕양구 서삼릉길"
12127,"제3의 매력",감천문화마을,"부산광역시 사하구 감내2로 203"
12128,"제3의 매력",앤드트리메타,"서울특별시 강남구 도산대로51길 19"
12129,"제3의 매력","비안코이탈리아 청담점","서울특별시 강남구 도산대로81길 19"
12130,"제3의 매력",삼성리,"서울특별시 강남구 봉은사로86길 28"
12131,"제3의 매력",브라이덜공,"서울특별시 강남구 선릉로158길 15 1층"
12132,"제3의 매력","상사마을 39","서울특별시 강서구 개화10길 39"
12133,"제3의 매력",은행어린이공원,"서울특별시 마포구 성미산로29길 17-3"
12134,"제3의 매력",노박빌딩,"서울특별시 마포구 성지길 58"
12135,"제3의 매력",어울마당로,"서울특별시 마포구 어울마당로"
12136,"제3의 매력","세븐일레븐 서교8호점","서울특별시 마포구 월드컵로 30"
12137,"제3의 매력",3rd뮤지엄,"서울특별시 마포구 잔다리로3길 4"
12138,"제3의 매력",서강대교,"서울특별시 영등포구 여의도동 서강대교"
12139,"제3의 매력","한강 공원 여의도 지구","서울특별시 영등포구 여의동로 290"
12140,"제3의 매력","소월로 계단 3번","서울특별시 용산구 소월로 168"
12141,"제3의 매력","디아뜨센트럴 오피스텔","서울특별시 용산구 원효로 268"
12142,"제3의 매력",용산더프라임,"서울특별시 용산구 원효로90길 11"
12143,"제3의 매력",동작대교,"서울특별시 용산구 이촌동 동작대교"
12144,"제3의 매력","서강껍데기 이촌점","서울특별시 용산구 이촌로 9"
12145,"제3의 매력","쌍대포소금구이 본점","서울특별시 용산구 청파로 291"
12146,"제3의 매력",성우빌딩,"서울특별시 중구 을지로36길 12"
12147,"제3의 매력",용마폭포공원,"서울특별시 중랑구 용마산로 250-12"
12148,"제3의 매력",외포리선착장,"인천광역시 강화군 내가면 해안서로 883"
12149,"제3의 매력",인천국제공항,"인천광역시 중구 공항로 272"
12150,제5공화국,삼청로,"서울특별시 종로구 삼청로 84-1"
12151,제5공화국,"롯데호텔 서울 도림","서울특별시 중구 을지로 30"
12152,제5공화국,문화역서울284,"서울특별시 중구 통일로 1"
12160,"제발 그 남자 만나지 마요",동화컬처빌리지,"경기도 남양주시 화도읍 북한강로 1708-38"
12161,"제발 그 남자 만나지 마요",카페로쥬,"경기도 성남시 분당구 분당내곡로 151"
12162,"제발 그 남자 만나지 마요","MBC문화방송 본사","서울특별시 마포구 성암로 267"
12163,"제발 그 남자 만나지 마요",여의도공원,"서울특별시 영등포구 여의공원로 68"
12164,"제빵왕 김탁구","수암골 벽화마을","충청북도 청주시 상당구 수암로 58"
12166,"제왕의 딸, 수백향",백제문화단지,"충청남도 부여군 규암면 백제문로 455"
12167,"조선 정신과 의사 유세풍","오봉산 마당바위","경상북도 경주시 서면 천촌리"
12168,"조선로코 녹두전","용인 대장금 파크","경기도 용인시 처인구 백암면 용천드라마길 25"
12169,"조선로코 녹두전",비둘기낭폭포,"경기도 포천시 영북면 대회산리 415-2"
12170,"조선로코 녹두전",고산정,"경상북도 안동시 도산면 가송길 177-42"
12171,"조선로코 녹두전",부용대,"경상북도 안동시 풍천면 광덕솔밭길 72"
12172,"조선로코 녹두전","영주 무섬마을","경상북도 영주시 문수면 무섬로 238-2"
12173,"조선로코 녹두전","보리나라 학원농장","전라북도 고창군 공음면 학원농장길 154"
12174,"조선로코 녹두전",수선루,"전라북도 진안군 마령면 강정리 산 57"
12175,"조선로코 녹두전",궁남지,"충청남도 부여군 부여읍 궁남로 52"
12176,조작,광진교,"서울특별시 강동구 천호동 광진교"
12177,조작,숭례문,"서울특별시 중구 세종대로 40"
12178,좀비탐정,"로케이션 이음 (구 로얄퀘스트)","경기도 파주시 탄현면 새오리로286번길 48-70"
12179,좀비탐정,C156,"서울특별시 광진구 동일로 156"
12180,좀비탐정,"여의도 KBS방송국","서울특별시 영등포구 여의공원로 13"
12181,좀비탐정,여의도공원,"서울특별시 영등포구 여의공원로 68"
12182,좀비탐정,"익산 교도소 세트장","전라북도 익산시 성당면 함낭로 207"
12184,"좋아하면 울리는","뮤지엄 산","강원도 원주시 지정면 오크밸리2길 260"
12185,"좋아하면 울리는","연세대 미래캠퍼스","강원도 원주시 흥업면 연세대길 1"
12186,"좋아하면 울리는",원마운트,"경기도 고양시 일산서구 한류월드로 300"
12187,"좋아하면 울리는","화이트호리존 발로","경기도 김포시 대곶면 율마로 113-1 STUDIO VALOR"
12188,"좋아하면 울리는",팔달공원,"경기도 수원시 팔달구 고등동 42-140"
12189,"좋아하면 울리는",광진교,"서울특별시 강동구 천호동 광진교"
12190,"좋아하면 울리는","그랜드 워커힐 서울","서울특별시 광진구 워커힐로 177"
12191,"좋아하면 울리는",제기로9길,"서울특별시 동대문구 제기로9길 18"
12192,"좋아하면 울리는","La Retro","서울특별시 마포구 토정로 25"
12193,"좋아하면 울리는",밀루앤라떼,"서울특별시 마포구 토정로 27"
12194,"좋아하면 울리는",이화여자대학교,"서울특별시 서대문구 이화여대길 52"
12195,"좋아하면 울리는","이화여대 대강당","서울특별시 서대문구 이화여대길 52 이화여자대학교"
12196,"좋아하면 울리는",롯데월드,"서울특별시 송파구 올림픽로 240"
12197,"좋아하면 울리는",올림픽공원,"서울특별시 송파구 올림픽로 424"
12198,"좋아하면 울리는",석촌호수,"서울특별시 송파구 잠실동 47"
12199,"좋아하면 울리는",서강대교,"서울특별시 영등포구 여의도동 서강대교"
12200,"좋아하면 울리는",한강대교,"서울특별시 용산구 이촌동 한강대교"
12201,"좋아하면 울리는","CU 부암럭키점","서울특별시 종로구 백석동길 15"
12202,"좋아하면 울리는",경복궁,"서울특별시 종로구 사직로 161"
12203,"좋아하면 울리는",송원아트센터,"서울특별시 종로구 윤보선길 75"
12204,"좋아하면 울리는",율곡로3길,"서울특별시 종로구 율곡로3길"
12205,"좋아하면 울리는",중앙고등학교,"서울특별시 종로구 창덕궁길 164"
12206,"좋아하면 울리는","서울한양도성 서울성곽길 남산(목멱산)구간","서울특별시 중구 남창동 205-179"
12207,"좋아하면 울리는","남산공원 백범광장","서울특별시 중구 삼일대로 231"
12208,"좋아하면 울리는",서울디자인재단,"서울특별시 중구 을지로 281"
12209,"좋아하면 울리는",인천자유공원,"인천광역시 중구 송학동1가 1-1"
12210,"좋아하면 울리는",자유공원,"인천광역시 중구 제물량로232번길 46"
12211,"좋아하면 울리는",전주대학교,"전라북도 전주시 완산구 천잠로 303"
12212,"좋아하면 울리는","제주 동백수묵원","제주특별자치도 서귀포시 남원읍 위미리 927"
12213,"좋아하면 울리는",청초밭,"제주특별자치도 서귀포시 표선면 성읍이리로57번길 34"
12214,"좋아하면 울리는","소노캄 제주","제주특별자치도 서귀포시 표선면 일주동로 6347-17"
12215,"좋아하면 울리는",산굼부리,"제주특별자치도 제주시 조천읍 교래리 산38"
12216,"좋아하면 울리는 시즌2",하우애니,"서울특별시 종로구 계동길 73-1"
12217,좋은사람,코엑스,"서울특별시 강남구 영동대로 513"
12218,좋은사람,"GS25 홍대잔다리점","서울특별시 마포구 잔다리로 40"
12219,좋은사람,서대문형무소역사관,"서울특별시 서대문구 통일로 251"
12220,좋은사람,노들섬,"서울특별시 용산구 양녕로 445"
12221,좋은사람,중림동약현성당,"서울특별시 중구 청파로 447-1"
12224,"주군의 태양",올림픽공원,"서울특별시 송파구 올림픽로 424"
12225,"죽어도 좋아",정발산로사거리,"경기도 고양시 일산동구 장항동 845"
12226,"죽어도 좋아",에버랜드,"경기도 용인시 처인구 포곡읍 에버랜드로 199"
12227,"죽어도 좋아","맥쓰세계치킨 답십리점","서울특별시 동대문구 답십리로 140 세기프라자 1층 5호"
12228,"죽어도 좋아",동아디지털미디어센터,"서울특별시 마포구 매봉산로 75"
12229,"죽어도 좋아",누리꿈스퀘어빌딩,"서울특별시 마포구 월드컵북로 396"
12230,"죽어도 좋아",월드컵북로44길,"서울특별시 마포구 월드컵북로44길"
12311,"증강 콩깍지","MBC문화방송 본사","서울특별시 마포구 성암로 267"
12312,"지고는 못살아",63스퀘어,"서울특별시 영등포구 63로 50"
12313,"지고는 못살아",N서울타워,"서울특별시 용산구 남산공원길 105"
12314,"지고는 못살아","남산 케이블카","서울특별시 중구 소파로 83"
12315,"지고는 못살아","포레스트 리솜","충청북도 제천시 백운면 금봉로 365"
12316,"지금 우리 학교는","썬더치킨 수원성균관대점","경기도 수원시 장안구 율전로 102-5"
12317,"지금 우리 학교는",흥덕우남퍼스트빌리지,"경기도 용인시 기흥구 흥덕중앙로105번길 40"
12318,"지금 우리 학교는",성희여자고등학교,"경상북도 안동시 강남로 246"
12319,"지금, 헤어지는 중입니다",아침고요수목원,"경기도 가평군 상면 수목원로 432"
12320,"지금, 헤어지는 중입니다","오페라 디바스","경기도 고양시 덕양구 행주산성로 141"
12321,"지금, 헤어지는 중입니다",킨텍스,"경기도 고양시 일산서구 킨텍스로 217-60"
12322,"지금, 헤어지는 중입니다",광안대교,"부산광역시 수영구 민락동 광안대교"
12323,"지금, 헤어지는 중입니다",판자집,"서울특별시 서대문구 연세로2길 29"
12324,"지금, 헤어지는 중입니다",N서울타워,"서울특별시 용산구 남산공원길 105"
12325,"지금, 헤어지는 중입니다","대원정사 옥상주차장","서울특별시 용산구 두텁바위로60길 49"
12326,"지금, 헤어지는 중입니다",아이디플랜츠,"서울특별시 용산구 신흥로20길 38"
12327,"지금, 헤어지는 중입니다",아델라베일리,"서울특별시 종로구 북악산로 48"
